nombre_normalizado,ids_involucrados,identidad_canonica_propuesta,nombre_muestra,clasificacion,evidencia_a_favor,conflictos,participaciones_por_id,cantidad_ids,nota
luis gonzalez,407;1258;45834;66717;85452;101835;111649,407,Luis González,CONFLICT,nombre_auxiliar_comun,DOB_distinto,407:2;1258:1;45834:2;66717:1;85452:1;101835:1;111649:1,7,No se aplica merge; requiere revisión.
jorge murillo,408;130601,130601,Jorge Murillo,CONFLICT,nombre_auxiliar_comun,DOB_distinto,408:2;130601:6,2,No se aplica merge; requiere revisión.
arne jacobsen,414;241503,414,Arne Jacobsen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,414:4;241503:1,2,No se aplica merge; requiere revisión.
jan jacobsen,415;241508,415,Jan Jacobsen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,415:4;241508:1,2,No se aplica merge; requiere revisión.
jan rytter,417;295542,417,Jan Rytter,CONFLICT,nombre_auxiliar_comun,sexo_distinto,417:4;295542:1,2,No se aplica merge; requiere revisión.
jose prieto,428;16094,428,José Prieto,CONFLICT,nombre_auxiliar_comun,DOB_distinto,428:1;16094:1,2,No se aplica merge; requiere revisión.
raul kivilo,432;249153,432,Raul Kivilo,CONFLICT,nombre_auxiliar_comun,sexo_distinto,432:4;249153:1,2,No se aplica merge; requiere revisión.
ismo falck,438;221092;221093;221094,438,Ismo Falck,CONFLICT,nombre_auxiliar_comun,sexo_distinto,438:8;221092:1;221093:1;221094:1,4,No se aplica merge; requiere revisión.
jari lipponen,440;259256;259257;259258;259259,440,Jari Lipponen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,440:10;259256:1;259257:1;259258:1;259259:1,5,No se aplica merge; requiere revisión.
tomi poikolainen,443;286561;286562;286563;286564;286565;286566;286567,443,Tomi Poikolainen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,443:16;286561:1;286562:1;286563:1;286564:1;286565:1;286566:1;286567:1,8,No se aplica merge; requiere revisión.
tommi tuovila,446;315330,446,Tommi Tuovila,CONFLICT,nombre_auxiliar_comun,sexo_distinto,446:4;315330:1,2,No se aplica merge; requiere revisión.
christine gabillard,452;225578,452,Christine Gabillard,CONFLICT,nombre_auxiliar_comun,sexo_distinto,452:4;225578:1,2,No se aplica merge; requiere revisión.
nathalie hibon,453;236855;236856;236857,453,Nathalie Hibon,CONFLICT,nombre_auxiliar_comun,sexo_distinto,453:8;236855:1;236856:1;236857:1,4,No se aplica merge; requiere revisión.
catherine pellen,454;283345,454,Catherine Pellen,CONFLICT,nombre_auxiliar_comun,sexo_distinto,454:4;283345:1,2,No se aplica merge; requiere revisión.
henri berton,458;195565,458,Henri Berton,CONFLICT,nombre_auxiliar_comun,sexo_distinto,458:4;195565:1,2,No se aplica merge; requiere revisión.
albert dauchez,462;211370,462,Albert Dauchez,CONFLICT,nombre_auxiliar_comun,sexo_distinto,462:4;211370:1,2,No se aplica merge; requiere revisión.
bruno felipe,469;221805,469,Bruno Felipe,CONFLICT,nombre_auxiliar_comun,sexo_distinto,469:4;221805:1,2,No se aplica merge; requiere revisión.
claude franclet,472;224332,472,Claude Franclet,CONFLICT,nombre_auxiliar_comun,sexo_distinto,472:4;224332:1,2,No se aplica merge; requiere revisión.
olivier heck,477;235329,477,Olivier Heck,CONFLICT,nombre_auxiliar_comun,sexo_distinto,477:4;235329:1,2,No se aplica merge; requiere revisión.
henri helle,478;235728,478,Henri Helle,CONFLICT,nombre_auxiliar_comun,sexo_distinto,478:4;235728:1,2,No se aplica merge; requiere revisión.
paul leroy,484;21783;257507;257508;257509;257510,484,Paul Leroy,CONFLICT,nombre_auxiliar_comun,sexo_distinto,484:3;21783:1;257507:1;257508:1;257509:1;257510:1,6,No se aplica merge; requiere revisión.
damien letulle,485;257637,485,Damien Letulle,CONFLICT,nombre_auxiliar_comun,sexo_distinto,485:4;257637:1,2,No se aplica merge; requiere revisión.
alfred poupart,491;287475,491,Alfred Poupart,CONFLICT,nombre_auxiliar_comun,sexo_distinto,491:4;287475:1,2,No se aplica merge; requiere revisión.
charles quervel,493;288834,493,Charles Quervel,CONFLICT,nombre_auxiliar_comun,sexo_distinto,493:4;288834:1,2,No se aplica merge; requiere revisión.
auguste serrurier,496;300486,496,Auguste Serrurier,CONFLICT,nombre_auxiliar_comun,sexo_distinto,496:4;300486:1,2,No se aplica merge; requiere revisión.
victor thibault,498;311903,498,Victor Thibault,CONFLICT,nombre_auxiliar_comun,sexo_distinto,498:4;311903:1,2,No se aplica merge; requiere revisión.
thierry venant,501;319318,501,Thierry Venant,CONFLICT,nombre_auxiliar_comun,sexo_distinto,501:4;319318:1,2,No se aplica merge; requiere revisión.
khatuna kvrivishvili lorig,503;253679;253680;253681;253682;253683;253684;253685,503,Khatuna Kvrivishvili-Lorig,CONFLICT,nombre_auxiliar_comun,sexo_distinto,503:16;253679:1;253680:1;253681:1;253682:1;253683:1;253684:1;253685:1,8,No se aplica merge; requiere revisión.
doris haas,507;232745;232746,507,Doris Haas,CONFLICT,nombre_auxiliar_comun,sexo_distinto,507:6;232745:1;232746:1,3,No se aplica merge; requiere revisión.
claudia kriz,508;252316,508,Claudia Kriz,CONFLICT,nombre_auxiliar_comun,sexo_distinto,508:4;252316:1,2,No se aplica merge; requiere revisión.
barbara mensing,509;268485;268486;268487,509,Barbara Mensing,CONFLICT,nombre_auxiliar_comun,sexo_distinto,509:8;268485:1;268486:1;268487:1,4,No se aplica merge; requiere revisión.
marion wagner,514;81981,514,Marion Wagner,CONFLICT,nombre_auxiliar_comun,DOB_distinto,514:4;81981:3,2,No se aplica merge; requiere revisión.
manfred barth,515;192705,515,Manfred Barth,CONFLICT,nombre_auxiliar_comun,sexo_distinto,515:4;192705:1,2,No se aplica merge; requiere revisión.
detlef kahlert,518;245013;245014,518,Detlef Kahlert,CONFLICT,nombre_auxiliar_comun,sexo_distinto,518:6;245013:1;245014:1,3,No se aplica merge; requiere revisión.
andreas lippoldt,520;259253,520,Andreas Lippoldt,CONFLICT,nombre_auxiliar_comun,sexo_distinto,520:4;259253:1,2,No se aplica merge; requiere revisión.
frank marzoch,521;265515,521,Frank Marzoch,CONFLICT,nombre_auxiliar_comun,sexo_distinto,521:4;265515:1,2,No se aplica merge; requiere revisión.
bernhard schulkowski,525;299313,525,Bernhard Schulkowski,CONFLICT,nombre_auxiliar_comun,sexo_distinto,525:4;299313:1,2,No se aplica merge; requiere revisión.
sandra wagner sachse,526;321592;321593;321594,526,Sandra Wagner-Sachse,CONFLICT,nombre_auxiliar_comun,sexo_distinto,526:8;321592:1;321593:1;321594:1,4,No se aplica merge; requiere revisión.
pauline edwards,536;218566;218567,536,Pauline Edwards,CONFLICT,nombre_auxiliar_comun,sexo_distinto,536:6;218566:1;218567:1,3,No se aplica merge; requiere revisión.
joanne franks edens,539;224465;224466;224467,539,Joanne Franks-Edens,CONFLICT,nombre_auxiliar_comun,sexo_distinto,539:8;224465:1;224466:1;224467:1,4,No se aplica merge; requiere revisión.
christine harris,541;46700;158558,46700,Christine Harris,CONFLICT,nombre_auxiliar_comun,DOB_distinto;sexo_distinto,541:1;46700:2;158558:1,3,No se aplica merge; requiere revisión.
sylvia harris,542;234508,542,Sylvia Harris,CONFLICT,nombre_auxiliar_comun,sexo_distinto,542:4;234508:1,2,No se aplica merge; requiere revisión.
hilda williams,562;324565,562,Hilda Williams,CONFLICT,nombre_auxiliar_comun,sexo_distinto,562:3;324565:1,2,No se aplica merge; requiere revisión.
robert backhouse,566;190779,566,Robert Backhouse,CONFLICT,nombre_auxiliar_comun,sexo_distinto,566:5;190779:2,2,No se aplica merge; requiere revisión.
richard bagnall oakeley,567;190998,567,Richard Bagnall-Oakeley,CONFLICT,nombre_auxiliar_comun,sexo_distinto,567:5;190998:2,2,No se aplica merge; requiere revisión.
john bridges,570;200022,570,John Bridges,CONFLICT,nombre_auxiliar_comun,sexo_distinto,570:4;200022:1,2,No se aplica merge; requiere revisión.
geoffrey cornewall,573;208751,573,Geoffrey Cornewall,CONFLICT,nombre_auxiliar_comun,sexo_distinto,573:4;208751:1,2,No se aplica merge; requiere revisión.
steven hallard,576;233298;233299;233300;233301;233302,576,Steven Hallard,CONFLICT,nombre_auxiliar_comun,sexo_distinto,576:12;233298:1;233299:1;233300:1;233301:1;233302:1,6,No se aplica merge; requiere revisión.
robert heathcote,578;235292,578,Robert Heathcote,CONFLICT,nombre_auxiliar_comun,sexo_distinto,578:4;235292:1,2,No se aplica merge; requiere revisión.
john keyworth,580;247288,580,John Keyworth,CONFLICT,nombre_auxiliar_comun,sexo_distinto,580:4;247288:1,2,No se aplica merge; requiere revisión.
hugh nesham,583;275502,583,Hugh Nesham,CONFLICT,nombre_auxiliar_comun,sexo_distinto,583:4;275502:1,2,No se aplica merge; requiere revisión.
capel pownall,587;287560,587,Capel Pownall,CONFLICT,nombre_auxiliar_comun,sexo_distinto,587:4;287560:1,2,No se aplica merge; requiere revisión.
richard priestman,589;287898;287899;287900;287901,589,Richard Priestman,CONFLICT,nombre_auxiliar_comun,sexo_distinto,589:10;287898:1;287899:1;287900:1;287901:1,5,No se aplica merge; requiere revisión.
joseph stopford,593;307383,593,Joseph Stopford,CONFLICT,nombre_auxiliar_comun,sexo_distinto,593:4;307383:1,2,No se aplica merge; requiere revisión.
simon terry,594;311504;311505;311506;311507;311508,594,Simon Terry,CONFLICT,nombre_auxiliar_comun,sexo_distinto,594:12;311504:1;311505:1;311506:1;311507:1;311508:1,6,No se aplica merge; requiere revisión.
leroy watson,595;322607,595,Leroy Watson,CONFLICT,nombre_auxiliar_comun,sexo_distinto,595:4;322607:1,2,No se aplica merge; requiere revisión.
sargis sargsyan,604;297513;297514,604,Sargis Sargsyan,CONFLICT,nombre_auxiliar_comun,sexo_distinto,604:6;297513:1;297514:1,3,No se aplica merge; requiere revisión.
nadia bisiach,605;196464,605,Nadia Bisiach,CONFLICT,nombre_auxiliar_comun,sexo_distinto,605:4;196464:1,2,No se aplica merge; requiere revisión.
lisa campbell,607;202938,607,Lisa Campbell,CONFLICT,nombre_auxiliar_comun,sexo_distinto,607:3;202938:1,2,No se aplica merge; requiere revisión.
rhonda cator,608;204614;204615;204616;204617;204618;204619,608,Rhonda Cator,CONFLICT,nombre_auxiliar_comun,sexo_distinto,608:14;204614:1;204615:1;204616:1;204617:1;204618:1;204619:1,7,No se aplica merge; requiere revisión.
amanda hardy,609;234318;234319;234320,609,Amanda Hardy,CONFLICT,nombre_auxiliar_comun,sexo_distinto,609:8;234318:1;234319:1;234320:1,4,No se aplica merge; requiere revisión.
ying kwok,610;253726,610,Ying Kwok,CONFLICT,nombre_auxiliar_comun,sexo_distinto,610:2;253726:1,2,No se aplica merge; requiere revisión.
anna lao,611;254825,611,Anna Lao,CONFLICT,nombre_auxiliar_comun,sexo_distinto,611:4;254825:1,2,No se aplica merge; requiere revisión.
rachel mcquillan,612;267580;267581,612,Rachel McQuillan,CONFLICT,nombre_auxiliar_comun,sexo_distinto,612:4;267580:1;267581:1,3,No se aplica merge; requiere revisión.
nicole provis bradtke,614;288211;288212,614,Nicole Provis-Bradtke,CONFLICT,nombre_auxiliar_comun,sexo_distinto,614:7;288211:1;288212:1,3,No se aplica merge; requiere revisión.
rennae stubbs,616;307945;307946;307947,616,Rennae Stubbs,CONFLICT,nombre_auxiliar_comun,sexo_distinto,616:9;307945:1;307946:1;307947:1,4,No se aplica merge; requiere revisión.
kerri tepper,617;311357;311358;311359,617,Kerri Tepper,CONFLICT,nombre_auxiliar_comun,sexo_distinto,617:8;311357:1;311358:1;311359:1,4,No se aplica merge; requiere revisión.
wendy turnbull,618;315422,618,Wendy Turnbull,CONFLICT,nombre_auxiliar_comun,sexo_distinto,618:4;315422:1,2,No se aplica merge; requiere revisión.
shirley zhou,620;328829;328830;328831,620,Shirley Zhou,CONFLICT,nombre_auxiliar_comun,sexo_distinto,620:8;328829:1;328830:1;328831:1,4,No se aplica merge; requiere revisión.
peter blackburn,622;196653;196654;196655,622,Peter Blackburn,CONFLICT,nombre_auxiliar_comun,sexo_distinto,622:8;196653:1;196654:1;196655:1,4,No se aplica merge; requiere revisión.
darren cahill,623;202404,623,Darren Cahill,CONFLICT,nombre_auxiliar_comun,sexo_distinto,623:4;202404:1,2,No se aplica merge; requiere revisión.
john fitzgerald,624;34877;223137;223138;223139;223140;223141;223142;223143;223144,34877,John Fitzgerald,CONFLICT,nombre_auxiliar_comun,DOB_distinto;sexo_distinto,624:6;34877:8;223137:1;223138:1;223139:1;223140:1;223141:1;223142:1;223143:1;223144:1,10,No se aplica merge; requiere revisión.
murray hocking,628;237463,628,Murray Hocking,CONFLICT,nombre_auxiliar_comun,sexo_distinto,628:4;237463:1,2,No se aplica merge; requiere revisión.
paul langley,629;254749,629,Paul Langley,CONFLICT,nombre_auxiliar_comun,sexo_distinto,629:4;254749:1,2,No se aplica merge; requiere revisión.
mark philippoussis,632;285192;285193,632,Mark Philippoussis,CONFLICT,nombre_auxiliar_comun,sexo_distinto,632:6;285192:1;285193:1,3,No se aplica merge; requiere revisión.
mark smythe,633;304234;304235,633,Mark Smythe,CONFLICT,nombre_auxiliar_comun,sexo_distinto,633:6;304234:1;304235:1,3,No se aplica merge; requiere revisión.
todd woodbridge,639;325601;325602;325603;325604;325605,639,Todd Woodbridge,CONFLICT,nombre_auxiliar_comun,sexo_distinto,639:12;325601:1;325602:1;325603:1;325604:1;325605:1,6,No se aplica merge; requiere revisión.
mark woodforde,640;325610,640,Mark Woodforde,CONFLICT,nombre_auxiliar_comun,sexo_distinto,640:4;325610:1,2,No se aplica merge; requiere revisión.
barbara paulus,641;282629,641,Barbara Paulus,CONFLICT,nombre_auxiliar_comun,sexo_distinto,641:4;282629:1,2,No se aplica merge; requiere revisión.
hannes fuchs,648;225154;225155,648,Hannes Fuchs,CONFLICT,nombre_auxiliar_comun,sexo_distinto,648:6;225154:1;225155:1,3,No se aplica merge; requiere revisión.
karl jindrak,649;243245;243246,649,Karl Jindrak,CONFLICT,nombre_auxiliar_comun,sexo_distinto,649:6;243245:1;243246:1,3,No se aplica merge; requiere revisión.
werner schlager,655;298620;298621;298622;298623;298624;298625;298626;298627;298628,655,Werner Schlager,CONFLICT,nombre_auxiliar_comun,sexo_distinto,655:20;298620:1;298621:1;298622:1;298623:1;298624:1;298625:1;298626:1;298627:1;298628:1,10,No se aplica merge; requiere revisión.
horst skoff,656;303386;303387,656,Horst Skoff,CONFLICT,nombre_auxiliar_comun,sexo_distinto,656:6;303386:1;303387:1,3,No se aplica merge; requiere revisión.
arthur zborzil,658;328275;328276;328277,658,Arthur Zborzil,CONFLICT,nombre_auxiliar_comun,sexo_distinto,658:8;328275:1;328276:1;328277:1,4,No se aplica merge; requiere revisión.
mark knowles,659;107819;249800;249801;249802;249803;249804;249805;249806;249807,659,Mark Knowles,CONFLICT,nombre_auxiliar_comun,DOB_distinto;sexo_distinto,659:12;107819:4;249800:1;249801:1;249802:1;249803:1;249804:1;249805:1;249806:1;249807:1,10,No se aplica merge; requiere revisión.
roger smith,660;17456;304101;304102,660,Roger Smith,CONFLICT,nombre_auxiliar_comun,DOB_distinto;sexo_distinto,660:6;17456:1;304101:1;304102:1,4,No se aplica merge; requiere revisión.
marguerite chaudoir,664;205608,664,Marguerite Chaudoir,CONFLICT,nombre_auxiliar_comun,sexo_distinto,664:4;205608:1,2,No se aplica merge; requiere revisión.
albert lammens,679;254476;254477;254478;254479,679,Albert Lammens,CONFLICT,nombre_auxiliar_comun,sexo_distinto,679:10;254476:1;254477:1;254478:1;254479:1,5,No se aplica merge; requiere revisión.
jean michel saive,680;296063;296064;296065;296066;296067;296068;296069;296070,680,Jean-Michel Saive,CONFLICT,nombre_auxiliar_comun,sexo_distinto,680:18;296063:1;296064:1;296065:1;296066:1;296067:1;296068:1;296069:1;296070:1,9,No se aplica merge; requiere revisión.
philippe saive,681;296071;296072;296073,681,Philippe Saive,CONFLICT,nombre_auxiliar_comun,sexo_distinto,681:8;296071:1;296072:1;296073:1,4,No se aplica merge; requiere revisión.
jean washer,683;322488;322489;322490;322491;322492,683,Jean Washer,CONFLICT,nombre_auxiliar_comun,sexo_distinto,683:12;322488:1;322489:1;322490:1;322491:1;322492:1,6,No se aplica merge; requiere revisión.
mikhail korshuk,690;251097,690,Mikhail Korshuk,CONFLICT,nombre_auxiliar_comun,sexo_distinto,690:3;251097:1,2,No se aplica merge; requiere revisión.
monica doti,701;216685;216686;216687,701,Mônica Doti,CONFLICT,nombre_auxiliar_comun,sexo_distinto,701:8;216685:1;216686:1;216687:1,4,No se aplica merge; requiere revisión.
lyanne kosaka,702;251147;251148;251149,702,Lyanne Kosaka,CONFLICT,nombre_auxiliar_comun,sexo_distinto,702:8;251147:1;251148:1;251149:1,4,No se aplica merge; requiere revisión.
vanessa menga,703;268403,703,Vanessa Menga,CONFLICT,nombre_auxiliar_comun,sexo_distinto,703:4;268403:1,2,No se aplica merge; requiere revisión.
hugo hoyama,707;238812;238813;238814;238815;238816;238817;238818;238819;238820;238821,707,Hugo Hoyama,CONFLICT,nombre_auxiliar_comun,sexo_distinto,707:22;238812:1;238813:1;238814:1;238815:1;238816:1;238817:1;238818:1;238819:1;238820:1;238821:1,11,No se aplica merge; requiere revisión.
carlos kawai,709;246319;246320,709,Carlos Kawai,CONFLICT,nombre_auxiliar_comun,sexo_distinto,709:6;246319:1;246320:1,3,No se aplica merge; requiere revisión.
luiz mattar,710;266146;266147;266148,710,Luiz Mattar,CONFLICT,nombre_auxiliar_comun,sexo_distinto,710:8;266146:1;266147:1;266148:1,4,No se aplica merge; requiere revisión.
jaime oncins,712;279359;279360,712,Jaime Oncins,CONFLICT,nombre_auxiliar_comun,sexo_distinto,712:6;279359:1;279360:1,3,No se aplica merge; requiere revisión.
daniela gergelcheva,717;227700,717,Daniela Gergelcheva,CONFLICT,nombre_auxiliar_comun,sexo_distinto,717:4;227700:1,2,No se aplica merge; requiere revisión.
diana koleva tsvetanova,718;250372;250373;250374,718,Diana Koleva-Tsvetanova,CONFLICT,nombre_auxiliar_comun,sexo_distinto,718:9;250372:1;250373:1;250374:1,4,No se aplica merge; requiere revisión.
neli nedyalkova boteva,721;275187;275188;275189;275190;275191;275192;275193,721,Neli Nedyalkova-Boteva,CONFLICT,nombre_auxiliar_comun,sexo_distinto,721:16;275187:1;275188:1;275189:1;275190:1;275191:1;275192:1;275193:1,8,No se aplica merge; requiere revisión.
yasen borisov,723;198319,723,Yasen Borisov,CONFLICT,nombre_auxiliar_comun,sexo_distinto,723:3;198319:1,2,No se aplica merge; requiere revisión.
theodoros velkos,726;319277;319278,726,Theodoros Velkos,CONFLICT,nombre_auxiliar_comun,sexo_distinto,726:6;319277:1;319278:1,3,No se aplica merge; requiere revisión.
carling bassett seguso,727;192944,727,Carling Bassett-Seguso,CONFLICT,nombre_auxiliar_comun,sexo_distinto,727:4;192944:1,2,No se aplica merge; requiere revisión.
petra cada,728;202326;202327,728,Petra Cada,CONFLICT,nombre_auxiliar_comun,sexo_distinto,728:6;202326:1;202327:1,3,No se aplica merge; requiere revisión.
barbara chiu,729;206401,729,Barbara Chiu,CONFLICT,nombre_auxiliar_comun,sexo_distinto,729:4;206401:1,2,No se aplica merge; requiere revisión.
si an deng,730;214391,730,Si-An Deng,CONFLICT,nombre_auxiliar_comun,sexo_distinto,730:4;214391:1,2,No se aplica merge; requiere revisión.
patricia hy boulais,734;239852;239853;239854,734,Patricia Hy-Boulais,CONFLICT,nombre_auxiliar_comun,sexo_distinto,734:9;239852:1;239853:1;239854:1,4,No se aplica merge; requiere revisión.
denyse julien,735;244698;244699;244700;244701;244702;244703,735,Denyse Julien,CONFLICT,nombre_auxiliar_comun,sexo_distinto,735:14;244698:1;244699:1;244700:1;244701:1;244702:1;244703:1,7,No se aplica merge; requiere revisión.
grant connell,743;208234;208235,743,Grant Connell,CONFLICT,nombre_auxiliar_comun,sexo_distinto,743:6;208234:1;208235:1,3,No se aplica merge; requiere revisión.
john foulkes,745;224094,745,John Foulkes,CONFLICT,nombre_auxiliar_comun,sexo_distinto,745:4;224094:1,2,No se aplica merge; requiere revisión.
